s_id,X,Y,SchoolName,Address,SCH_Level
"4,806",77.09,28.72,R.P.M.Public School,"1228 A, Shyam Clny, Gali No. 19, Budh Vihar Near Sec.23, Rohini",Primary
"4,807",77.11,28.69,Jagannath International School,"Pushpanjali Enclave, Pitampura, Delhi-32",Secondary
"4,808",77.13,28.68,Om Public School,832 Rishi Nagar Rani Bagh Delhi-34,Primary
"4,809",77.00,28.77,D N Public School,"Kh No.123 & 125, Majra Dabas, Delhi -81",Middle
"4,810",77.06,28.73,Rose Diamond Public School,"C 872 Jain Nagar Karala, Delhi - 81",Primary
"4,811",77.13,28.70,Nigam Pratibha Vidyalaya (Co-ed),"Harsh Vihar, Delhi",Primary
"4,812",77.10,28.70,New Bal Bharti Public School,"Pckt 7 Sec 2, Avantika Chowk Rohini Delhi 85",Primary
"4,813",77.06,28.73,M.D Indraprastha Public School,"Khasra No-2/24,Rajeev Nagar Extn. Begam pur Delhi-86",Senior Secondary
"4,814",77.04,28.70,J.S. International School,"Agar Nagar, Pram Nagar-III, Near Mubarak Pur, Delhi-86",Middle
"4,815",77.05,28.69,Himalaya Modern Public School,"U-1, Dharam Enclave, Prem Nagar II Kirari, Delhi-86",Primary
"4,816",77.07,28.69,Nigam Pratibha Vidyalaya (Girls),"Sultan Puri A Block, Delhi-110086",Primary
"4,817",77.07,28.69,Cityman Children Public School,"A-53, Raj Park, Sultan Puri Road, Nangloi, New Delhi-86.",Primary
"4,818",77.13,28.68,Arvind Bal Academy,"868-Rani Bagh, Shakur Basti, Delhi-110034",Primary
"4,819",77.13,28.69,Nigam Pratibha Vidyalaya (Girls),"Rani Bagh, Delhi-110034",Primary
"4,820",77.13,28.69,J.N.Modern Public School,1220 Rani Bagh Delhi-11034,Middle
"4,821",77.05,28.71,Govt. Girls Sec. School,Nithari Delhi-110081,Secondary
"4,822",77.06,28.71,Govt. Girls Sr. Sec. School,Nithari Delhi-110081,Senior Secondary
"4,823",77.06,28.71,Govt. Boys Sr. Sec. School,Nithari Delhi-110081,Senior Secondary
"4,824",77.05,28.70,Devendra Public School,Z-105 Prem Ngr Kirari New Delhi-110041,Middle
"4,825",77.06,28.72,Kendriya Vidyalaya,"Sec-22 Rohini, Delhi-110085",Senior Secondary
"4,826",77.06,28.72,Vani Model School,"A-5, Rajiv Nagar, Main Road, Begumpur, Delhi-86",Middle
"4,827",77.12,28.69,Crescent Public School,Saraswati Vihar Pitam Pura Delhi-110034,Senior Secondary
"4,828",77.12,28.74,OJAS PUBLIC SCHOOL,"A-7, Sector-17, Rohini, Delhi-85",Primary
"4,829",77.07,28.70,Shri Tula Ram Public School,"Aman Vihar , Delhi-110086.",Senior Secondary
"4,830",77.12,28.71,N.K. Bagrodia Public School,"Ahinsa Marg, Sector-9 Rohini, Delhi-110085",Senior Secondary
"4,831",77.12,28.71,Delhi International Public School,"Sector-9, Rohini,Delhi-85",Senior Secondary
"4,832",77.15,28.70,Ravindra Public School,SD-Block Pitampura Delhi-110088,Senior Secondary
"4,833",77.14,28.70,Darbari Lal DAV Model School,"Pitampura, Delhi-110088",Senior Secondary
"4,834",77.12,28.70,Govt. Girls Sr. Sec. School,"Block-A, Saraswati Vihar, Delhi-110034",Senior Secondary
"4,835",77.12,28.69,Govt. Sarvodaya Vidyalaya,"Sharda Niketan, Saraswati Vihar, Delhi-110034",Senior Secondary
"4,836",77.13,28.70,Spring Field School,F D-Block Pitam Pura Delhi-110088,Middle
"4,837",77.13,28.71,Bal Bharati Public School,"Sector-14 Rohini, Delhi-110085",Senior Secondary
"4,838",77.07,28.69,Govt. Boys Sec. School,"Block-F, Sultanpuri, Delhi-110086",Secondary
"4,839",77.14,28.71,Govt. Boys Sr. Sec. School,SU-Bolck' Pitam Pura Delhi 110034,Senior Secondary
"4,840",77.08,28.69,MCD Primary School (Co-ed),"Mangolpuri, Block-U, Delhi-110083",Primary
"4,841",77.08,28.69,Nigam Pratibha Vidyalaya (Girls),"Mangolpuri T Block, Delhi-110083",Primary
"4,842",77.15,28.70,Govt. Sarvodaya Vidyalaya,"Pitampura, GP Block",Senior Secondary
"4,843",77.15,28.70,Sachdeva Public School,FP Block Maurya Enclave Pitampura Delhi-110088,Senior Secondary
"4,844",77.15,28.70,Muni Maya Ram Jain Public School,PP Block Pitam Pura Delhi,Secondary
"4,845",77.14,28.70,Aadharshila Vidya Peeth,"CD-Blk, Pitam Pura,Delhi, Delhi-110034",Senior Secondary
"4,846",77.14,28.71,Rukmini Devi Public School,CD Block Pitampura Delhi-110088,Senior Secondary
"4,847",77.07,28.71,Govt. Sarvodaya Kanya Vidyalaya,"V. & P. O. Pooth Kalan, Nangoli Road, Delhi 110086",Senior Secondary
"4,848",77.08,28.71,MCD Primary School (Co-ed),"Sector-20  Rohini Extension, Delhi- 86",Primary
"4,849",77.07,28.72,Rose Convent Public School,"Pooth Kala, Delhi-86",Middle
"4,850",77.13,28.70,Govt. Sarvodaya Vidyalaya,"Kailash Enclave, Delhi-110034",Senior Secondary
"4,851",77.14,28.72,Govt. Sarvodaya Kanya Vidyalaya,"Block-D, Sector-14, Prashant Vihar, Delhi-110085",Senior Secondary
"4,852",77.13,28.72,Sachdeva Public School,"Sector-13 Rohini, Delhi-110085",Senior Secondary
"4,853",77.11,28.73,Happy Home Public School,"Pocket B-4 Sector-11 Rohini, Delhi-110085",Senior Secondary
"4,854",77.11,28.73,Titiksha Public School,"Sec-11 Rohini, Delhi-110085",Senior Secondary
"4,855",77.11,28.73,Nigam Pratibha Vidyalaya (Co-ed),"Sec-11G, Rohini Delhi-110085",Primary
"4,856",77.11,28.73,Rajkiya Pratibha Vikas Vidyalaya,"Sector-11, Rohini, Delhi-110085",Senior Secondary
"4,857",77.11,28.73,Govt. Co-ed. Sr. Sec. School,"Sect-11, Rohini, Delhi-110085",Senior Secondary
"4,858",77.13,28.68,Bal Bharti Model School,30 Rishi Nagar Rani Bagh Delhi-110034,Middle
"4,859",77.08,28.70,Surya Public School,Krishna Vihar Delhi-41,Primary
"4,860",77.14,28.71,St. Margaret Sr. Sec. School,"D-Block Prashant Vihar (Rohini), Delhi-110085",Senior Secondary
"4,861",77.14,28.72,Mother Land Public School,CU-Block Pitam Pura Delhi-110088,Middle
"4,862",77.14,28.72,Abhinav Public School,"CU Block, Pitam Pura, Delhi, Delhi-110034",Senior Secondary
"4,863",77.09,28.70,Govt. Boys Sr. Sec. School,"Block-Y, Mangolpuri, Delhi-110083",Senior Secondary
"4,864",77.08,28.70,Govt. Boys Sr. Sec. School,Sultanpuri Delhi-110086,Senior Secondary
"4,865",77.10,28.71,MCD Primary School (Girls),"Sec-4, Rohini Delhi-110085",Primary
"4,866",77.00,28.74,MCD Primary School (Boys),Kanjhawala Delhi - 81,Primary
"4,867",77.12,28.71,Govt. Sarvodaya Vidyalaya,"Sector-7, Rohini, Delhi-110085",Senior Secondary
"4,868",77.11,28.70,Remal Public Senior Sec. School,"Block A-2 Sec-3 Rohini , Delhi-110085",Senior Secondary
"4,869",77.10,28.70,Govt. Sarvodaya Vidyalaya,"Sector-3, Rohini, Delhi-110085",Senior Secondary
"4,870",77.11,28.70,Kendriya Vidyalaya,"Sec-3 Rohini, Delhi-110085",Senior Secondary
"4,871",77.11,28.70,Yuva Shakti Model School,Sector-3 Rohini Delhi-110085,Senior Secondary
"4,872",77.11,28.70,MCD Primary School (Co-ed),"Sec-3B, Rohini Delhi-110085",Primary
"4,873",77.12,28.70,New Bal Bharti Public School,"Sector-7 Rohini, Delhi-110085",Secondary
"4,874",77.11,28.71,MCD Primary School (Co-ed),"Naharpur, Rohini, Sec-7 Delhi-110085",Primary
"4,875",77.12,28.71,Gitarattan Jindal Public School,"Sector-7 Rohini Delhi, Delhi-110085",Senior Secondary
"4,876",77.12,28.71,Merry International Senior Secondary Public School,H-19 Sec-7 Rohini Delhi-85,Senior Secondary
"4,877",77.12,28.70,Tecnia International School,"F-19, Sector-8, Rohini, New Delhi-85",Secondary
"4,878",77.10,28.71,Mother Divine Public School,"G-31, Sector-3 Rohini , Delhi-110085",Senior Secondary
"4,879",77.10,28.71,Govt. Boys Sr. Sec. School,"Vill & P.O. Rithala, Delhi-110085",Senior Secondary
"4,880",77.12,28.71,DAV Public School,"Sector-7, Rohini, Delhi-85",Senior Secondary
"4,881",77.10,28.71,Govt. Sarvodaya Kanya Vidyalaya,"Rithala, Delhi-110085",Senior Secondary
"4,882",77.12,28.71,Manvi Public School,"Block-C Sector-7 Rohini , Delhi-110085",Secondary
"4,883",76.98,28.70,Govt. Sarvodaya Vidyalaya,"Sawada (Ghevra) H-Block, Delhi-81",Secondary
"4,884",76.98,28.70,Govt. Sarvodaya Vidyalaya,"Sawada (Ghevra) JJ Colonoy, B-Block, Delhi-81",Secondary
"4,885",76.98,28.71,Ganga International School,"Nizampur Road, Sawda, Delhi-110081",Senior Secondary
"4,886",76.96,28.72,Govt. Co-ed. Sr. Sec. School,Vill & P. O. Nizampur Delhi-81,Senior Secondary
"4,887",77.12,28.70,Govt. Sarvodaya Vidyalaya,"Scct-8, Rohini, Delhi-110085",Senior Secondary
"4,888",77.12,28.70,Kendriya Vidyalaya,"Sec-8 Rohini, Delhi-110085",Senior Secondary
"4,889",77.10,28.70,St. Giri Sr. Sec. School,"Sector-3, Rohini, Delhi-85",Senior Secondary
"4,890",77.01,28.74,Govt. Sarvodaya Kanya Vidyalaya,"Kanjhawala, Delhi-110081",Senior Secondary
"4,891",77.13,28.70,Prestige Convent Sr.Sec. School,"Sector-8 Rohini, Delhi-110085",Senior Secondary
"4,892",76.97,28.77,MCD Primary School (Co-ed),Punjab Khor Delhi - 81,Primary
"4,893",77.11,28.71,Mount  Abu Public School,Sector-5 Rohini Delhi-110085,Senior Secondary
"4,894",77.10,28.70,North-Ex Public School,"Pocket-G/27, Sector-03, Rohini, Delhi-85",Middle
"4,895",77.13,28.70,Raja Ram Mohan Roy Public School,Sector-8 Pkt-C/8 Rohini Delhi-110085,Senior Secondary
"4,896",77.12,28.71,Himalaya Public Sr. Sec. School,"D-12, Sector-7 Rohini, Delhi-85",Senior Secondary
"4,897",77.10,28.70,Abhinav Public Sr. Sec. Public School,Sector-3 Rohini Delhi-110085,Senior Secondary
"4,898",77.16,28.68,MCD Primary School (Co-ed),"Trinagar, Deva Ram Park, Delhi-110035",Primary
"4,899",77.08,28.69,Nigam Pratibha Vidyalaya (Co-ed),"Sultanpur Majra, Delhi-110086",Primary
"4,900",77.08,28.69,Govt. Sarvodaya Kanya Vidyalaya,"Block-U, Mangolpuri, Delhi-110083",Senior Secondary
"4,901",77.08,28.70,MCD Primary School (Girls),"Sultan Puri B Block, Delhi-110086",Primary
"4,902",77.07,28.69,MCD Primary School (Girls),"Sultan puri F Block, Delhi-110086",Primary
"4,903",77.08,28.70,MCD Primary School (Girls),"Sultan Puri B2 Block, Delhi-110086",Primary
"4,904",77.16,28.68,Kendriya Vidyalaya,"A2 Block Keshav Puram, Delhi-110035",Senior Secondary
"4,905",77.07,28.69,MCD Primary School (Girls),"Sultan puri G Block, Delhi-110086",Primary
"4,906",77.16,28.67,Bloom Era Public School,285/23 Onkar Nagar B-Blk Tri Nagar Delhi-110035,Middle
"4,907",77.07,28.70,MCD Primary School (Girls),"Sultan puri E Block, Delhi-110086",Primary
"4,908",77.07,28.71,Goldy Public School,"56 B, Balbir Vihar, Rohini Ext. Delhi 86",Primary
"4,909",77.14,28.68,Nigam Pratibha Vidyalaya-New (Co-ed),"Sri Nagar, Delhi-110034",Primary
"4,910",77.07,28.69,MCD Primary School (Girls),Raj Park Sultanpuri Delhi 110086,Primary
"4,911",77.14,28.68,Nigam Pratibha Vidyalaya (Girls),"Shakurpur Vill., Delhi-110034",Primary
"4,912",77.14,28.68,MCD Primary School-Old (Boys),"Sri Nagar, Delhi-110034",Primary
"4,913",77.08,28.69,Govt. Boys Sr. Sec. School,"Block-U, Mangolpuri, Delhi-110083",Senior Secondary
"4,914",77.16,28.69,Govt. Sarvodaya Kanya Vidyalaya No.1,"Keshav Puram, Delhi-110035",Senior Secondary
"4,915",77.16,28.69,Govt. Sarvodaya Kanya Vidyalaya No.2,"Keshavpuram, Delhi-110042",Senior Secondary
"4,916",77.08,28.69,Govt. Co-ed. Middle School,"Sultanpur Majra, Delhi-110086",Middle
"4,917",77.16,28.68,MCD Primary School (Girls),"Onkar Nagar A Block, Delhi-110035",Primary
"4,918",77.16,28.68,Aggarwal Model School,"2586, Tri Nagar, Delhi-35",Primary
"4,919",77.16,28.68,Satguru Model School,"A-2, Keshav Puram, Delhi-35",Primary
"4,920",77.16,28.68,Govt. Boys Sr. Sec. School,"Narang Colony, Tri Nagar, Delhi-110035",Senior Secondary
"4,921",77.16,28.68,Vivek Model School,"Kanhaiya Nagar, K3788/5, Delhi-35",Primary
"4,922",77.16,28.69,Arya Vidya Mandir,Keshav Puram Delhi-110035,Middle
"4,923",77.14,28.68,Govt. Boys Sr. Sec. School No.2,Shakurpur  Delhi 110034,Senior Secondary
"4,924",77.12,28.68,Govt. Sarvodaya Kanya Vidyalaya No.2,"Shakurpur, Delhi-110034",Senior Secondary
"4,925",77.12,28.68,Govt. Girls Sr. Sec. School No.1,"Shakurpur, Delhi-110034",Senior Secondary
"4,926",77.12,28.68,Govt. Sarvodaya Bal Vidyalaya No.1,Shakurpur Delhi-110034,Senior Secondary
"4,927",77.16,28.68,Muni Maya Ram Jain Model School,2541 Jain Dharamshala Jain Sthanak Tri Nagar Delhi-35,Primary
"4,928",77.16,28.69,Manender Shakti Vidyalaya,"B-3 Keshavpuram,, Delhi-110035",Senior Secondary
"4,929",77.17,28.68,Mother Saraswati Academy,"1698/120, Shanti Nagar Tri Ngr. Delhi-35",Primary
"4,930",77.05,28.71,Akash Model School,"Baljeet Vihar Extn, Nithari Delhi-110041",Senior Secondary
"4,931",77.09,28.70,MCD Primary School (Girls),"Mangolpuri M Block, Delhi-110083",Primary
"4,932",77.07,28.69,R.R.Gita Bal Bharti Public School,"Jalebi Chowk Sultan Puri , Delhi-110086",Secondary
"4,933",77.09,28.69,MCD Primary School (Girls),"Mangolpuri O Block, Delhi-110083",Primary
"4,934",77.09,28.70,Nigam Pratibha Vidyalaya (Girls),"Y2-Block, Mangolpuri, Delhi-110083",Primary
"4,935",77.09,28.70,MCD Primary School (Girls),"Mangolpuri J Block, Delhi-110083",Primary
"4,936",77.09,28.70,MCD Primary School (Boys),"Mangolpuri J Block, Delhi-110083",Primary
"4,937",77.10,28.69,MCD Primary School (Girls),"Mangolpuri F Block, Delhi-110083",Primary
"4,938",77.05,28.70,Ch. Baldev Singh Model School,Baldev Park Main Mubarak Pur Road New Delhi-110041,Senior Secondary
"4,939",77.09,28.70,MCD Primary School (Girls),"Mangolpuri E Block, Delhi-110083",Primary
"4,940",77.08,28.70,Govt. Boys Sec. School,"Block-A, Sultanpuri, Delhi-110086",Secondary
"4,941",77.08,28.70,Govt. Girls Sec. School,"Block-D, Sultanpuri, Delhi-110086",Secondary
"4,942",77.12,28.71,Glorious Public School,"Sector-9, Rohini, Delhi-85",Middle
"4,943",77.12,28.71,Himalaya International School,"F-Block,Sector-9, Rohini, Delhi-85",Primary
"4,944",77.12,28.72,Govt. Sarvodaya Vidyalaya (Shaheed Capt. Sanjeev Dahiya),"Rohini, Sec.- 9, Delhi-110085",Senior Secondary
"4,945",77.12,28.69,APEEJAY School,Sainik Vihar Pitampura New Delhi-110034,Senior Secondary
"4,946",77.13,28.69,Govt. Co-ed. Sr. Sec. School,"Sainik Vihar, Delhi-34",Senior Secondary
"4,947",77.09,28.69,Govt. Sarvodaya Kanya Vidyalaya,"Mangolpuri, Block -O, Delhi-110083",Senior Secondary
"4,948",77.12,28.74,Jain Bharti Model School,"E-Block Sector-16 Rohini , Delhi-110085",Senior Secondary
"4,949",77.14,28.69,Govt. Girls Sr. Sec. School,"Anandwas, B-Block Shakurpur, Delhi-34",Senior Secondary
"4,950",77.15,28.69,Govt. Boys Sr. Sec. School No.2,"C-4, Keshav Puram, Delhi-110035",Senior Secondary
"4,951",77.11,28.69,Bal Bharati Public School,"Pushpanjali Enclave PARWANA ROAD, Pitampura Delhi-110034",Senior Secondary
"4,952",77.14,28.69,Govt. Sarvodaya Bal Vidyalaya,"Anandvas, Lok Vihar Delhi-110034",Senior Secondary
"4,953",77.08,28.70,MCD Primary School (Co-ed),"Mangolpuri X Block, Delhi-110083",Primary
"4,954",77.14,28.71,Govt. Girls Sr. Sec. School,"Block-SU, Pitampura, Delhi- 110034",Senior Secondary
"4,955",77.09,28.70,Govt. Sarvodaya Kanya Vidyalaya,"Block-H, Mangolpuri, Delhi-110083",Senior Secondary
"4,956",77.08,28.70,Govt. Sarvodaya Kanya Vidyalaya,"Block-C, Sultanpuri, Delhi-110086",Senior Secondary
"4,957",77.08,28.70,Govt. Sarvodaya Vidyalaya,"Block-C, Sultanpuri, Delhi-110086",Senior Secondary
"4,958",77.08,28.70,Govt. Girls Sr. Sec. School,"Block BC, Sultanpuri, , Delhi-110086",Senior Secondary
"4,959",77.08,28.70,Govt. Boys Sr. Sec. School,"Block-BC, Sultanpuri, Delhi-110086",Senior Secondary
"4,960",77.08,28.70,Govt. Boys Sec. School,"Block-D, Sultanpuri, Delhi-110086",Secondary
"4,961",77.07,28.69,Govt. Girls Sr. Sec. School,"Block-F, Sultanpuri, Delhi-110086",Senior Secondary
"4,962",77.07,28.71,Govt. Sarvodaya Bal Vidyalaya,"V. & P. O. Pooth Kalan, Nangoli Road, Delhi 110086",Senior Secondary
"4,963",77.14,28.72,Govt. Boys Sr. Sec. School,"Prashant Vihar, Delhi-110085",Senior Secondary
"4,964",77.16,28.69,Govt. Sarvodaya Kanya Vidyalaya,"Keshav Puram, A - Block, Delhi-110035",Senior Secondary
"4,965",77.06,28.70,Holi Father Modal School,"Gole Market, Pratap Vihar, Delhi",Primary
"4,966",77.05,28.71,Naveen Public School,Nithari Delhi-110041,Secondary
"4,967",77.05,28.71,B.S.M.Public School,"Baljit Vihar Nithari Extn. , Delhi-110041",Secondary
"4,968",77.09,28.73,Ryan International School,Sector-25 Rohini Delhi-110085,Senior Secondary
"4,969",77.07,28.69,Govt. Sarvodaya Kanya Vidyalaya,"Block-H, D-41, Sultan Puri, Delhi-110086",Senior Secondary
"4,970",77.07,28.69,Govt. Boys Sec. School,"Block-E, Sultanpuri, Delhi-110086",Secondary
"4,971",77.14,28.69,M.M. Public School,Vasudha Enclave Pitam Puram Delhi-110034,Senior Secondary
"4,972",77.08,28.70,Govt. Co-ed. Sr. Sec. School,"Block-P, Sultan Puri, Delhi-110086",Senior Secondary
"4,973",77.13,28.73,Vidya Bharti Public School,"Sector-15, Rohini, Delhi-85",Senior Secondary
"4,974",77.13,28.73,Govt. Co-ed. Sr. Sec. School,"Block-F, Sector-15, Rohini, Delhi-110085",Senior Secondary
"4,975",77.12,28.74,B.C.C. Model School,"G-5, Sec-16, Rohini, Delhi-110085",Primary
"4,976",77.13,28.72,VSPK International School,"Sector-13 Rohini, Delhi-110085",Senior Secondary
"4,977",77.07,28.69,Prem Raj Kanwar Public School,"KH.No. 890, Shani Bazar Road, Sultanpuri, Delhi-86",Middle
"4,978",77.15,28.68,Govt. Boys Sec. School,"Rampura, Delhi-110035",Secondary
"4,979",77.09,28.72,B.R.Tyagi Sr. Sec. School,V-6 Budh Vihar Colony Phase-2 Delhi-86,Senior Secondary
"4,980",77.04,28.71,Govt. Girls Sr. Sec. School,Mubarakpur Dabas Delhi-110081,Senior Secondary
"4,981",77.06,28.70,Jeevan Public Sec. School,"Pratap Vihar Part-II,Kirari Extn.,New Delhi-86",Secondary
"4,982",77.04,28.72,B.M. Bharti Model School,"Village Mohd. Pur Majri, P.O. Karala Delhi-110081",Secondary
"4,983",77.04,28.73,Govt. Sarvodaya Kanya Vidyalaya,"Karala, Delhi-81",Senior Secondary
"4,984",77.12,28.73,DAISY International School,"Block-A, SEC-16, Rohini, Delhi- 110089",Primary
"4,985",77.12,28.73,Rockfield Public Schoool,"Sector-16 Rohini,, Delhi-110085",Senior Secondary
"4,986",77.13,28.74,Govt. Sarvodaya Kanya Vidyalaya,"Sector-16, Pocket-A, Rohini, Delhi-110085",Senior Secondary
"4,987",77.07,28.73,Good Luck Secondary Public School,Begumpur Extn. Barwala Road Delhi- 110086,Secondary
"4,988",77.10,28.69,Govt. Co-ed. Sr. Sec. School,"Mangolpur Kalan, Delhi-110083",Senior Secondary
"4,989",77.03,28.72,MCD Primary School (Girls),"Madanpur Dabas, Delhi- 110081",Primary
"4,990",77.03,28.73,Parag Jyoti Public School,"Shiv Vihar Karala, Delhi-110081",Middle
"4,991",77.13,28.69,Govt. Girls Sec. School,"Block-B, Anandwas, (Currently at Kohat Enclave), Delhi-110034",Secondary
"4,992",77.04,28.70,Shivam Model Public school,"E-2, Prem Nagar-III, Kirari Suleman Nagar, Delhi- 81",Primary
"4,993",77.05,28.69,New Sun Public School,K-1/196 Prem Nagar Kirari Nangloi Delhi-41,Primary
"4,994",77.04,28.70,Ch. Khushi Ram Model School,Main Mubarak Pur Road Inder Enclave New Delhi-110041,Middle
"4,995",77.05,28.71,Murti Devi Public School,Block-D-Inder Enclave Ph-II Nangloi New Delhi-110041,Middle
"4,996",77.04,28.74,M.S. Model Sec. School,Karala Delhi-81,Secondary
"4,997",77.06,28.73,Rahul Public School,"D-16 Rajiv Nagar Extn., Delhi-110085",Middle
"4,998",77.06,28.73,North-Ex Public School,Jain Colony Karala Delhi-110081,Secondary
"4,999",77.07,28.73,Brahma Shakti Public School,"Bharat Vihar, Begum Pur , Delhi-110085",Senior Secondary
"5,000",77.05,28.74,Om Shakti Public School,"2791-92, Jain Nagar, Karala Delhi-81",Primary
"5,001",77.05,28.70,Deep Modern Public School,"Prem Nagar-III,Mubarak Pur, Nangloi, Delhi-41",Middle
"5,002",77.03,28.71,Heera Lal Public School,"Bhagya Vihar, Jain Colony, Madan Pur Dabas,Delhi-81",Senior Secondary
"5,003",77.07,28.72,Govt. Boys Sr. Sec. School,"Begumpur, Delhi-110086",Senior Secondary
"5,004",77.06,28.73,B.V.M. Model School,"Rajiv Nagar, Begumpur, Delhi-110086",Senior Secondary
"5,005",77.07,28.70,P.S.M. Sr. Sec. School,Pratap Vihar Kirari Extn Nangloi New Delhi-110041,Senior Secondary
"5,006",77.05,28.69,Dhruv Public School,"Z-134, Prem Nagar-II, Kirari, Nangloi, Delhi-110086",Middle
"5,007",77.14,28.71,Govt. Sarvodaya Vidyalaya,"FU Block, Pitampura,  New Delhi",Senior Secondary
"5,008",77.08,28.72,Sangwan Model Secondary School,"Mange Ram Park, Sec-23, Rohini, Near Pooth Kalan, Delhi-41",Secondary
"5,009",77.09,28.72,St. Frencis Convent School,"A-146,Jaswant Colony, Budh Vihar, Phase-II,Delhi-86",Middle
"5,010",77.09,28.72,Nav Durga Adarsh Vidyalaya,"165-A Budh Vihar Phase-2, Delhi-110086",Middle
"5,011",77.07,28.71,Swami Satyanand Convent School,"B-Block, Phase-5, Karan Vihar, Kirari Extn., Delhi-41",Middle
"5,012",77.14,28.69,St.Columbo Public School,Maharana Pratap Enclave Pitam Pura Delhi-110034,Senior Secondary
"5,013",77.09,28.69,MCD Primary School (Boys),"Mangolpuri R Block, Delhi-110083",Primary
"5,014",77.09,28.69,Govt. Sarvodaya Kanya Vidyalaya,"Block-Q, Mangolpuri, Delhi-110083",Senior Secondary
"5,015",77.18,28.68,Govt. Boys Sr. Sec. School,"Bharat Nagar, Delhi-110052",Senior Secondary
"5,016",77.18,28.68,Govt. Sarvodaya Kanya Vidyalaya,"Bharat Nagar, Delhi-110052",Senior Secondary
"5,017",77.07,28.69,P.D. Model Sec.School,6/88 P.F.E.Sultanpuri New Delhi-110086,Secondary
"5,018",77.06,28.69,M.D. Memorial Public Secondary School,Indra Jheel Sultanpuri  New Delhi-110041,Secondary
"5,019",77.07,28.70,"Geeta Sr.Sec. School, No.2","J.J. Colony,Sultanpuri, Delhi-110086",Senior Secondary
"5,020",77.14,28.72,S.D.Public School,BU-Block Pitampura Delhi-110088,Senior Secondary
"5,021",77.06,28.72,G.D. Goenka Public School,"Plot No.3, Pocket-7, Sector-22, Rohini, Delhi-85",Senior Secondary
"5,022",77.10,28.70,Govt. Boys Sr. Sec. School (Kamdhenu),"Mangolpuri, Block -D, Kamdhenu, Delhi-110083",Senior Secondary
"5,023",77.00,28.71,Haryana Shakti Sr. Sec. School,"Kanjhawala, Delhi-110081",Senior Secondary
"5,024",77.07,28.69,Akhil Bal Vidyalaya,221-23 Friends Enclave S.P.Road Nangloi Delhi-110086,Middle
"5,025",77.13,28.68,R.N.Public School,915 Rani Bagh Delhi-110034,Middle
"5,026",77.13,28.69,S.P Bamba Model School,"1734, Rani Bagh Delhi-34",Primary
"5,027",77.10,28.70,Govt. Boys Sr. Sec. School,"Block D, Mongolpuri,  , Delhi-110083",Senior Secondary
"5,028",77.07,28.71,Bal Vidya Mandir Model School,Rohini Pooth Kalan Delhi-110041,Secondary
"5,029",77.09,28.72,C.M Model School,"J-1, Vishwanath Mahadev Mandir , Budhvihar, Phase-II , Delhi-110041",Senior Secondary
"5,030",77.13,28.73,St. Angels School,"Sector-15, Rohini, Delhi-85",Senior Secondary
"5,031",77.14,28.69,Kapila Public School,2 Sandesh Vihar Delhi-34,Primary
"5,032",77.09,28.72,Jupiter Public School,"A-7 Budh Vihar, Ph II Rithala Road Delhi-41",Primary
"5,033",77.15,28.69,Janta Model Public School,I-1 Main Mkt. Shakur Pur Colony. Delhi-34,Primary
"5,034",77.09,28.71,Radha Devi Public School,"V-1/31 Shukra Bazar Rd., Ph-I, Budh Vihar, Delhi ? 86",Primary
"5,035",77.13,28.69,Vidhya Jyoti Model School,Rani Bagh Delhi-34,Primary
"5,036",77.23,28.52,Vidya Sagar Public School,01/50 Budh Vihar Phase-I  Delhi- 110086,Primary
"5,037",77.06,28.68,D.S.M. Public School,"Z-Prem Nagar-II, Nangloi, New Delhi-86",Middle
"5,038",77.06,28.69,M.P. Jain Public School,"Khubram Park, Prem Nagar Nangloi Delhi-41",Primary
"5,039",76.98,28.71,MCD Primary School (Co-ed),"Sawda, Delhi-110081",Primary
"5,040",77.17,28.68,MCD Primary School-New (Girls),"JJ Wazirpur, Delhi-110052",Primary
"5,041",77.09,28.71,Samuel Model School,"E-2/14,15, 17,&17A Budh Vihar Delhi",Primary
"5,042",77.08,28.70,TIN Public School,E-57 Kishan Vihar New Delhi-110041,Secondary
"5,043",77.07,28.71,MCD Primary School (Girls),"Sector-21 Rohini, Delhi- 110086",Primary
"5,044",77.08,28.71,MCD Primary School (Girls),"Pooth Kala, Delhi- 110086",Primary
"5,045",77.06,28.72,S.D. Saraswati Bal Mandir,C-5 Rajiv Nagar Phase-II Delhi-110041,Secondary
"5,046",77.16,28.66,Saraswati Model School,"T-290,Prem Nagar-II, New Delhi-41",Primary
"5,047",76.96,28.80,MCD Primary School (Boys),"Qutub Garh, Delhi- 110039",Primary
"5,048",76.96,28.80,MCD Primary School (Girls),"Qutub Garh, Delhi- 110039",Primary
"5,049",76.98,28.76,MCD Primary School (Co-ed),Tatesar Delhi - 81,Primary
"5,050",77.10,28.70,Nigam Pratibha Vidyalaya (Co-ed),"Sec-3F&G, Rohini Delhi-110085",Primary
"5,051",77.11,28.70,Decent Public School,"B-Block Sector-3 Near Jain Sthanak Rohini, Delhi-110086",Senior Secondary
"5,052",77.12,28.71,MCD Primary School (Co-ed),"Sec-7B, Rohini Delhi-110085",Primary
"5,053",77.10,28.71,Nigam Pratibha Vidyalaya (Co-ed),"Sec-5A, Rohini Delhi-110085",Primary
"5,054",77.11,28.71,Nigam Pratibha Vidyalaya (Co-ed),"Sec-5B ,Rohini Delhi-110085",Primary
