s_id,X,Y,SchoolName,Address,SCH_Level
263,77.33,28.51,Vaishali Public School,"320 Jaitpur , New Delhi-44",Primary
264,77.22,28.57,MCD Primary School (Co-ed),South Extn. Part ? II New Delhi,Primary
265,77.24,28.58,MCD Primary School (Co-ed),"Krishna Mkt. G-Block, Lajpat Nagar, N.D-24",Primary
266,77.24,28.57,MCD Primary School (Co-ed),"C Block, Lajpat Nagar Part- III New Delhi",Primary
267,77.20,28.54,MCD Primary School (Co-ed),"P.T.S. Colony, Malviya Nagar, New Delhi-17",Primary
268,77.21,28.52,New Green Field School,"Marg 22, Saket, New Delhi-17",Senior Secondary
269,77.24,28.51,Air Force Bal Niketan School,"Tuglakabad Extn. Vayusena Bad, New Delhi",Middle
270,77.22,28.53,Dr. K.Ramesh Babu Andhra Edn Society Middle School,S-VIII Pushp Vihar New Delhi.,Senior Secondary
271,77.23,28.52,MCD Primary School No.2 (Girls),"Sector-1, Dr. Ambedkar Nagar New Delhi",Primary
272,77.23,28.52,Nigam Pratibha Vidyalaya No.1 (Girls),"Sector-1, Dr. Ambedkar Nagar New Delhi",Primary
273,77.21,28.52,Nigam Pratibha Vidyalaya (Co-ed),"G-Block, Saket, New Delhi",Primary
274,77.21,28.54,MCD Primary School (Co-ed),"Sadhna Enclave-Lal Gumbad, Panchsheel Park, Malviya  Nagar, New Delhi",Primary
275,77.21,28.54,Nigam Pratibha Vidyalaya (Girls),"Malviya Nagar, New Delhi-17",Primary
276,77.22,28.52,MCD Primary School No.2 (Co-ed),"Sector-1, Pushap Vihar New Delhi",Primary
277,77.22,28.52,Kendriya Vidyalaya,Pushp Vihar MB Road New Delhi,Senior Secondary
278,77.26,28.53,MCD Primary School (Girls),"Janta Grah, Kalkaji, New Delhi-110019",Primary
279,77.25,28.54,Guru Harkishan Public School,Kalkaji B-Block Near Gurdwara Kalkaji New Delhi - 110019,Senior Secondary
280,77.26,28.54,Gyan Mandir Public School,"45-46, Krishna Market, Kalkaji, New Delhi-19",Primary
281,77.26,28.56,DAV Public School,Sarita Vihar Cgauhan Marg Opp Pkt - E,Secondary
282,77.25,28.53,Don Bosco School,"Alaknanda New Delhi, New Delhi-19",Senior Secondary
283,77.25,28.54,MCD Primary School-Hindi & Tamil (Co-ed),"B-Block,Chitranjan Park, New Delhi-110019",Primary
284,77.26,28.57,MCD Nursery School,Shri Niwas Puri New Delhi -65,Nursery
285,77.30,28.51,Govt. Girls Sr. Sec. School No.2,Badarpur New Delhi,Senior Secondary
286,77.31,28.52,Kalindi Public School,"H.No.105, Village -Aali, Sarita Vihar, New Delhi-76",Primary
287,77.30,28.54,Dream Land School,"No.10, Pocket-L, Sarita Vihar, New Delhi-110044",Primary
288,77.30,28.51,Govt. Girls Sr. Sec. School No.1,Badarpur New Delhi-44,Senior Secondary
289,77.31,28.49,Vijay Bharti Public School,D - 53 Mohan Baba Nagar Tajpur Road Badarpur New Delhi - 110044,Middle
290,77.31,28.49,Stanford Convent School,"D-55, Kasana Complex,Tajpur Road, Badarpur, New Delhi-44",Secondary
291,77.29,28.53,Glory Public School,"Pocket-B, Sarita Vihar, N.Delhi-44",Secondary
292,77.29,28.53,Govt. Sarvodaya Bal Vidyalaya (Rama Krishna),Madanpur Khadar New Delhi-110076,Senior Secondary
293,77.29,28.53,St. Giri Public School,"H-Block, Sarita Vihar, New Delhi-44",Senior Secondary
294,77.29,28.50,B. K. Convent School,"A-111, Sharma Market Pul Prahladpur New Delhi-44",Primary
295,77.30,28.53,Sita Ram Public School,"Madanpur Khhadar, New Delhi-44",Primary
296,77.30,28.53,New National Public School,171-A Madanpur Khadar New Delhi 110044,Primary
297,77.29,28.53,Govt. Sarvodaya Kanya Vidyalaya,Madanpur Khadar New Delhi,Senior Secondary
298,77.30,28.51,Govt. Boys Sr. Sec. School No.1,Badarpur New Delhi,Senior Secondary
299,77.30,28.50,Govt. Boys Sr. Sec. School No.2,"Near DDA Flats, Badarpur New Delhi",Senior Secondary
300,77.30,28.50,Green Delhi Public School,Post Master Gali Badarpur New Delhi-44,Primary
301,77.30,28.50,Jai Bharti Public School,"21 A Badarpur, New Delhi-110044",Middle
302,77.31,28.52,Kanhaiya Public School,"Plot No. 394, A-Block Ali Vihar, Sarita Vihar New Delhi ? 110076",Primary
303,77.29,28.50,MCD Primary School (Girls),"Railway Colony Badarpur, New Delhi",Primary
304,77.30,28.51,Notre Dame School,BTPS Staff Colony Badarpur New Delhi-110044,Senior Secondary
305,77.25,28.50,Anand Vidya Bharti Public School,"F2/590, Sangam Vihar, Delhi 62",Primary
306,77.25,28.50,Janta Public School,"H-398/17, Gulab Farm House Sangam Vihar New Delhi-62",Primary
307,77.25,28.58,Delhi International Happy School,"Mathura Road Bhogal, Jangpura, New Delhi - 14",Secondary
308,77.27,28.55,Bal Vaishali Public School,"I-28 Harkesh Nagar, New Delhi",Middle
309,77.26,28.53,Govt. Girls Sec. School,"DDA Flats, Phase-II, Kalkaji, New Delhi-19",Secondary
310,77.26,28.53,Govt. Boys Sec. School,"DDA, Phase-II, Kalkaji New Delhi-19",Secondary
311,77.26,28.53,Govt. Girls Sr. Sec. School,"DDA Flats, Phase-II, Kalkaji, New Delhi-19",Senior Secondary
312,77.26,28.53,Govt. Boys Sr. Sec. School,"DDA Flats, Phase-II, Kalkaji, New Delhi-19",Senior Secondary
313,77.26,28.53,La-Bela Public School,Kalkaji Govind Puri New Delhi-19,Primary
314,77.26,28.53,Astral Merry School,"1622 Gali No-13, Govindpuri Kalkaji, New Delhi-19",Primary
315,77.26,28.54,Mother Kesri Public School,"K-90, Kalkaji New Delhi-19",Primary
316,77.26,28.54,Bal Academy Public School,"905/8, Govind Puri  New Delhi-19",Primary
317,77.27,28.53,Jagdamba Public School,"929-A/8, Govindpuri Kalkaji New Delhi-19",Primary
318,77.27,28.53,The Siddharth Public School,"586 D/7, Govind Puri, New Delhi-19",Primary
319,77.21,28.54,Laxman Public School,"Hauz Khas Enclave, New Delhi-16",Senior Secondary
320,77.23,28.56,MCD Primary School (Co-ed),"Sadiq Nagar,Sector-2, New Delhi-49",Primary
321,77.24,28.54,St. John's School,"E-Block, Masjid Math, GK-II, New Delhi-48",Middle
322,77.19,28.53,Govt. Girls Sec. School,"Lado Sarai, New Delhi - 110030",Secondary
323,77.23,28.52,Govt. Girls Sec. School,"Tigri, Dr. Ambedkar Nagar, Sec-IV , New Delhi-62",Secondary
324,77.20,28.53,Nigam Pratibha Vidyalaya (Co-ed),"Begum Pur, New Delhi",Primary
325,77.21,28.54,MCD Primary School (Co-ed),"Sarvapriya Vihar, Malviya Nagar, New Delhi, 110017",Primary
326,77.21,28.53,Govt. Boys Sr. Sec. School,"Hauz Rani Near Malviya Nagar, New Delhi",Senior Secondary
327,77.21,28.53,Govt. Sarvodaya Kanya Vidyalaya (Raja Ram Mohan Roy),"Hauz Rani, Malviya Nagar New Delhi",Senior Secondary
328,77.23,28.52,Govt. Boys Sec. School,"Dr. Ambedkar Nagar, Sector-IV, Tigri New Delhi",Secondary
329,77.21,28.53,Govt. Sarvodaya Kanya Vidyalaya,Malviya Nagar (0pp Madan Mohan Malviy Hospital),Senior Secondary
330,77.20,28.52,Nigam Pratibha Vidyalaya (Boys),"Lado Sarai, New Delhi - 110030",Primary
331,77.20,28.52,Nigam Pratibha Vidyalaya (Girls),"Lado Sarai, New Delhi - 110030",Primary
332,77.22,28.53,Malviya Public School,T- 55 Khirki Extn. Malviya Nagar New Delhi - 17,Middle
333,77.22,28.53,Swarn Public School,"171A, Main Khirki Road, Malviya Nagar Delhi-17",Middle
334,77.24,28.52,Govt. Sarvodaya Vidyalaya  (Yogi Arvind),"Sect-IV, Dr. Ambedkar Nagar, New Delhi 110062",Senior Secondary
335,77.24,28.49,M.R.Jain Public School,"H 16 Shiv Mandir Marg, Sangam Vihar, New Delhi-62",Middle
336,77.24,28.49,New Sangam Public School,K-1/30 Sangam Vihar New Delhi-62,Primary
337,77.23,28.49,Modern New Delhi Public School,L - Block Near Ashthal Mandir Sangam Vihar - 110062,Secondary
338,77.20,28.50,Govt. Co-ed. Sec. School,"Maidan Garhi,  New Delhi",Secondary
339,77.20,28.52,Shivalik Vidhyalaya,"Khasra No.24 Min. Saidulajab, Neb Sarai Rd. New Delhi-30",Primary
340,77.20,28.51,Master Mind Public School,"176, Neb Sarai, New Delhi",Primary
341,77.20,28.51,Saint Robin Public School,"Main IGNOU Road, Neb Sarai, New Delhi-68",Middle
342,77.18,28.52,MCD Primary School (Boys),"Mehrauli Main Bazar, New Delhi - 110030",Primary
343,77.18,28.53,Govt. Sarvodaya Kanya Vidyalaya No.2,"Main Bazar, Mehrauli, New Delhi-30",Senior Secondary
344,77.17,28.52,Lareesa Public School,"266-E/9 Ward N0-2 Mehrauli, New Delhi-30",Primary
345,77.18,28.53,Govt. Boys Sr. Sec. School No.2,"Near Police Station, Mehrauli New Delhi-110030",Senior Secondary
346,77.19,28.53,Govt. Boys Sec. School No.3,"DESU Office Road, Mehrauli, New Delhi-110030",Secondary
347,77.24,28.50,Amrita Public School,"K - II/474, Sangam Vihar, New Delhi - 110062",Secondary
348,77.23,28.51,Govt. Boys Sr. Sec. School No.1,Khanpur New Delhi-62,Senior Secondary
349,77.24,28.51,Sai Public School,"B-398-399,Tigri Extn B-26 New Delhi-62",Primary
350,77.24,28.50,SS Public School,B-545 Sangam Vihar New Delhi-62,Primary
351,77.24,28.50,Maya Goyal Vidhya Niketan,"G-20, Sangam Vihar, New Delhi-62",Primary
352,77.24,28.50,New Mother Saraswati School,"G-657, Sangam Vihar, New Delhi-62",Primary
353,77.18,28.52,Govt. Sarvodaya Bal Vidyalaya,"Qutub, Mehrauli, New Delhi-110030",Senior Secondary
354,77.18,28.52,Baba Banda Bahadur Singh  Memorial Sec. School,"Mehrauli, New Delhi-30",Secondary
355,77.20,28.52,Nigam Pratibha Vidyalaya (Co-ed),"Saidulajab, New Delhi",Primary
356,77.18,28.53,I.G. Delhi Public School,"E-29/1 Mehrauli, New Delhi",Primary
357,77.19,28.53,Inderprastha Gyan Mandir School,"225 Village Lado Sarai, New Delhi-30",Primary
358,77.23,28.58,Nigam Pratibha Vidyalaya (Co-ed),"Wazir Nagar Kotla Mubarakpur, New Delhi",Primary
359,77.24,28.56,MCD Primary School (Co-ed),Amar Colony New Delhi,Primary
360,77.23,28.51,Govt. Sarvodaya Kanya Vidyalaya (Hakikat Rai),"Khanpur, New Delhi-110062",Senior Secondary
361,77.20,28.50,Govt. Co-ed. Sec. School,"Near IGNOU, Neb Sarai  New Delhi",Secondary
362,77.20,28.50,St Mary's Public School,"532, Forest Lane, Neb Sarai New Delhi - 110068",Senior Secondary
363,77.30,28.50,Manav Mangal Public School,"M.B.Road, Pul Pehalad Pur, New Delhi-44",Middle
364,77.21,28.52,Gyan Jyoti Vidya Niketan,"W-21, Anupam Garden, IGNOU Road, New Delhi-68",Middle
365,77.18,28.52,Saraswati Bal Mandir Sr. Sec. School,"Ward No.6, Mehrawli New Delhi-30",Senior Secondary
366,77.25,28.58,Govt. Co-ed. Sec. School,"Saman Bazar, Garhi Mohalla, Bhogal, New Delhi",Secondary
367,77.24,28.58,Govt. Boys Sr. Sec. School,"Near Eros Cinema, Jungpura, New Delhi-110014",Senior Secondary
368,77.24,28.58,Govt. Sarvodaya Kanya Vidyalaya (Kamla Nehru),"Jungpura, New Delhi-14",Senior Secondary
369,77.23,28.57,Govt. Boys Sr. Sec. School,"Varun Marg, Defence Colony, New Delhi",Senior Secondary
370,77.23,28.58,Govt. Sarvodaya Kanya Vidyalaya (Sister Nivedita),"Block-A, Defence Colony, New Delhi-24",Senior Secondary
371,77.25,28.56,Govt. Boys Sec. School,"Garhi Jharia Maria, New Delhi-65",Secondary
372,77.25,28.57,Govt. Co-ed. Sr. Sec. School,"Block-10, Nehru Nagar, New Delhi-65",Senior Secondary
373,77.25,28.53,Kalka Public School,"Alakananda, New Delhi-19",Senior Secondary
374,77.25,28.52,New Green Fields School,"Alakananda, New Delhi-19",Senior Secondary
375,77.28,28.54,Govt. Boys Sr. Sec. School,Harkesh Nagar New Delhi,Senior Secondary
376,77.27,28.53,Deepalaya School,"A-14, Kalkaji Extn, New Delhi-19",Secondary
377,77.26,28.54,Govt. Boys Sr. Sec. School No.2,Kalkaji New Delhi-19,Senior Secondary
378,77.26,28.54,Govt. Sarvodaya Kanya Vidyalaya No.2,Kalkaji New Delhi-19,Senior Secondary
379,77.29,28.51,Govt. Sarvodaya Kanya Vidyalaya (Rani Jhansi),"Railway Colony, Tughlakabad New Delhi-44",Senior Secondary
380,77.29,28.51,Govt. Girls Sr. Sec. School No.2,"Railway Colony, Tughlakabad New Delhi-44",Senior Secondary
381,77.23,28.52,Govt. Girls Sr. Sec. School No.3,"Sect-IV, Dr. Ambedkar Nagar, New Delhi",Senior Secondary
382,77.22,28.56,Govt. Sarvodaya Bal Vidyalaya,"Sadiq Nagar, Near Gargi College, New Delhi-49",Senior Secondary
383,77.23,28.56,Govt. Sarvodaya Kanya Vidyalaya,"Andrews Ganj, New Delhi",Senior Secondary
384,77.28,28.54,Govt. Girls Sr. Sec. School,Harkesh Nagar New Delhi,Senior Secondary
385,77.29,28.51,Govt. Boys Sr. Sec. School No.2,"Railway Colony, Tughlakabad New Delhi",Senior Secondary
386,77.29,28.51,Govt. Sarvodaya Bal Vidyalaya,"Railway Colony, Tughlakabad New Delhi-44",Senior Secondary
387,77.28,28.50,MCD Primary School No.2 (Boys),Lal Kuan Chungi (Behaind Suraj Apartments Vishwakarma Colony) New Delhi-44,Primary
388,77.25,28.59,G.A.Quetta D.A.V. Sr. Sec. School,"East Nizamuddin, New Delhi-14",Senior Secondary
389,77.26,28.56,Chandra Arya Vidya Mandir,"C-Block, Desraj Campus, East of Kailash, New Delhi-65",Senior Secondary
390,77.25,28.58,D. A. V. Sr. Sec. School,"Jungpura, New Delhi-14",Senior Secondary
391,77.23,28.57,Govt. Sarvodaya Kanya Vidyalaya (Georgi Stoikov Rakovski),"Block-C, Defence Colony, New Delhi-14",Senior Secondary
392,77.21,28.52,Govt. Sarvodaya Kanya Vidyalaya (Ishani),"Block-G, Saket New Delhi-110017",Senior Secondary
393,77.19,28.53,Govt. Sarvodaya Kanya Vidyalaya (Ramanujam),Mehrauli New Delhi-110030,Senior Secondary
394,77.21,28.52,Govt. Sarvodaya Kanya Vidyalaya,Aya Nagar New Delhi -110047,Senior Secondary
395,77.26,28.56,Govt. Sarvodaya Bal Vidyalaya (Govind Ballabh Pant),"Sri Niwaspuri, New Delhi-11065",Senior Secondary
396,77.22,28.56,Kendriya Vidyalaya,"Masjid Moth, Sector-III, Sadiq Nagar New Delhi",Senior Secondary
397,77.23,28.51,Govt. Boys Sec. School No.2,"Khanpur, New Delhi-110065",Secondary
398,77.23,28.52,Govt. Boys Sr. Sec. School No.2,"Sect-IV, Dr. Ambedkar Nagar, New Delhi 110062",Senior Secondary
399,77.25,28.59,New Horizon School,"North of Humayun Tomb, Nizamuddin, New Delhi - 110013",Senior Secondary
400,77.25,28.58,St Paul's Diocesan School,Hospital Road Jangpura New Delhi,Secondary
401,77.30,28.52,J.N.International School,"Jagdamba Colony, P.O.-Badarpur Delhi",Middle
402,77.31,28.49,S.K.Payal Public School,"Mohan Baba Nagar, Tajpur Extn., N.Delhi-44",Middle
403,77.23,28.57,Sanwal Dass Memorial School,"Mahawar Nagar, Kotla Mubarakpur, New Delhi",Middle
404,77.21,28.56,Fr Angel Sr. Sec School,Gautam Nagar New Delhi - 110049,Senior Secondary
405,77.21,28.53,Gyan Bharti School,"Saket, (Near PVR), New Delhi-17",Senior Secondary
406,77.29,28.55,Good Samaritan School,"Sector-8,  Jasola Delhi-25",Senior Secondary
407,77.24,28.58,South Delhi Public School,"D - Block Defence Colony, New Delhi - 110024",Senior Secondary
408,77.23,28.56,The Indian School,"Josip Broz Tito Marg, New Delhi - 110049",Senior Secondary
409,77.22,28.56,The Waulden School,A - Block Niti Bagh New Delhi - 110049,Middle
410,77.25,28.53,St. George's School,"Alakananda, New Delhi-19",Senior Secondary
411,77.26,28.53,Sri Sathya Sai Vidya Vihar,"Block-A, Kalkaji Extn Area, New Delhi-19",Senior Secondary
412,77.31,28.52,Amar Singh Public School,"Vill-Aali, School Rd., New Delhi-44",Primary
413,77.34,28.51,Real View Public School,"D-Block, Jaitpur Extn. Part-II, Badarpur,Delhi-110044",Middle
414,77.29,28.50,Modern Public School,GD-6 Pul Prahladpur New Delhi-44,Middle
415,77.25,28.50,South Delhi Model School,"K-1/174 G.No.-18-B, Hanuman Mandir Road, Sangam Vihar, New Delhi-62",Primary
416,77.20,28.53,Delhi Laxmi Public School,"M-29, Lado Sarai, Mehrauli, New Delhi-30",Primary
417,77.22,28.54,Sant Nirankari Public School,M-Block Malviya Nagar New Delhi,Primary
418,77.24,28.55,Summer Fields School,"Kailash Colony, New Delhi-48",Senior Secondary
419,77.20,28.54,Mother's International School,Sri Aurobindo New Delhi - 110016,Senior Secondary
420,77.23,28.51,Sona Modern School,"A3/4, Devli Road, Khanpur Extn. Delhi-62",Secondary
421,77.18,28.52,St. John's Public School,"B-1091, Ward No-1 Mehrauli, New Delhi-30",Secondary
422,77.20,28.55,Sahoday Sr. Secondary School,"C-1, Safdarjang Development Area, New Delhi 110016",Senior Secondary
423,77.23,28.57,St George's School,"E -7, Defence Colony, New Delhi - 110024",Primary
424,77.30,28.51,Govt. Boys Sr. Sec. School No.3,Badarpur New Delhi-44,Senior Secondary
425,77.30,28.51,Govt. Girls Sr. Sec. School No.3,Badarpur New Delhi-44,Senior Secondary
426,77.23,28.51,The Cambridge International School,"C-198, Jawahar Park, Main Khanpur-Devli Road, New Delhi-110062",Senior Secondary
427,77.21,28.56,General Raj's School,Balbir Sexena Marg Hauz Khas New Delhi- 110016,Senior Secondary
428,77.23,28.50,C. K. Maini Public School,"A-9, Jawahar Park, Devli Road, Khanpur, New Delhi-62",Primary
429,77.21,28.55,Nigam Pratibha Vidyalaya (Co-ed),Hauz Khas Enclave New Delhi,Primary
430,77.20,28.56,Nigam Pratibha Vidyalaya (Co-ed),"Green Park,  New Delhi",Primary
431,77.21,28.56,M.B.DAV Sr. Sec. School,Yusuf Sarai New Delhi-16,Senior Secondary
432,77.21,28.56,DAV  Model School,"Yusuf Sarai, New Delhi - 110016",Secondary
433,77.22,28.56,MCD Primary School (Co-ed),Masjid Moth New Delhi-49,Primary
434,77.24,28.52,MCD Primary School No.2 (Girls),"Sector-6, Dr. Ambedkar Nagar, New Delhi 110062",Primary
435,77.24,28.52,Nigam Pratibha Vidyalaya No.1 (Co-ed),"Sector-6, Dr. Ambedkar Nagar, New Delhi 110062",Primary
436,77.24,28.53,MCD Primary School No.4 (Girls),"Sector-6, Dr. Ambedkar Nagar, New Delhi 110062",Primary
437,77.23,28.52,MCD Primary School No.2 (Co-ed),"Sector-3, Dr. Ambedkar Nagar, New Delhi 110062",Primary
438,77.23,28.52,MCD Primary School (Co-ed),"Madangir Village, New Delhi 110062",Primary
439,77.24,28.52,MCD Primary School No.2 (Girls),"Sector-5, Dr. Ambedkar Nagar, New Delhi 110062",Primary
440,77.23,28.50,Nigam Pratibha Vidyalaya (Co-ed),"Khanpur Village, New Delhi 110062",Primary
441,77.23,28.54,Nigam Pratibha Vidyalaya (Co-ed),"Sheikh Sarai, New Delhi 110062",Primary
442,77.20,28.56,"Jain Girls, Sec School",Green Park Extn. New Delhi,Secondary
443,77.24,28.55,Nigam Pratibha Vidyalaya (Co-ed),Kailash Colony New Delhi -65,Primary
444,77.25,28.55,Govt. Sarvodaya Bal Vidyalaya (Kautilya),"Chirag Enclave, New Delhi-48",Senior Secondary
445,77.22,28.56,Nigam Pratibha Vidyalaya (Co-ed),Gautam Nagar New Delhi-49,Primary
446,77.24,28.56,"Blue Bells School International ,","Greater Kailash, New Delhi-48",Senior Secondary
447,77.24,28.55,Mata Gujri Public School,"Opp. C- Block Greater Kailash-I, New Delhi - 110048",Senior Secondary
448,77.19,28.55,MCD Primary School (Co-ed),"Hauz Khas Village,  New Delhi",Primary
449,77.21,28.55,Nigam Pratibha Vidyalaya (Girls),"Shahpur Jat, New Delhi",Primary
450,77.23,28.54,The Pinnacle School,D - Block Pancsheel Enclave New Delhi - 110017,Senior Secondary
451,77.23,28.53,Holy Mary?s Public School,"108, Madangir, Opp- Shoping Complex, Near Pushpa Bhawan, New Delhi-62.",Primary
452,77.23,28.54,Prakash Memorial Public School,"729, Chirag Delhi New Delhi-17",Primary
453,77.23,28.54,Shyam Public School,"476-A Chirag Delhi, New Delhi-43",Primary
454,77.23,28.52,MCD Primary School (Girls),"Sector-3, Pushap Vihar New Delhi",Primary
455,77.23,28.53,Nigam Pratibha Vidyalaya (Co-ed),"Sector-7, Pushap Vihar New Delhi",Primary
456,77.23,28.52,MCD Primary School No.1 (Co-ed),"Dr. Ambedkar.Nagar, Sec-3, New Delhi 110062",Primary
457,77.18,28.43,Govt. Girls Sr. Sec. School,Dera Village New Delhi,Senior Secondary
458,77.19,28.49,MCD Primary School (Co-ed),"Raj Pur Khurd, New Delhi",Primary
459,77.18,28.43,MCD Primary School (Co-ed),Dera Village New Delhi-74,Primary
460,77.15,28.46,Nigam Pratibha Vidyalaya (Girls),"Jauna Pur, New Delhi-47",Primary
461,77.16,28.50,MCD Primary School (Co-ed),"Sultan Pur (South Zone), New Delhi",Primary
462,77.17,28.50,MCD Primary School (Co-ed),"New Mangla Puri, New Delhi",Primary
463,77.18,28.47,RCCE Public School,"Fatehpur Beri, Chandan Hola, New Delhi",Secondary
464,77.23,28.50,New Ankoor Public School,"683/8, I-Block, Sangam Vihar, New Delhi-62",Primary
465,77.18,28.50,MCD Primary School (Girls),"Chhattar Pur Mandir, New Delhi",Primary
466,77.18,28.46,MCD Primary School (Co-ed),"Asola, New Delhi",Primary
467,77.27,28.56,Govt. Boys Sr. Sec. School (Chander Shekhar Azad),"New Friends Colony, New Delhi-25",Senior Secondary
468,77.24,28.56,Balwant Rai Mehta Vidya Bhawan,Lajpat Nagar Part-IV New Delhi,Senior Secondary
469,77.24,28.56,S. S. Khalsa Sr. Sec. School,Lajpat Nagar Part-IV New Delhi,Senior Secondary
470,77.25,28.56,S.R.S.D. Sr. Sec. School,Lajpat Nagar Part-IV New Delhi,Senior Secondary
471,77.31,28.52,MCD Primary School (Girls),"Aali Village, P.O. Sarita Vihar, New Delhi-76",Primary
472,77.25,28.57,Cambridge School,"Srinivaspuri, New Delhi-65",Senior Secondary
473,77.31,28.49,Hari Har Dev Public School,"Gali No. 80, Block E2, Molarband Extn,Badarpur New Delhi-44",Primary
474,77.31,28.49,Uttranchal Public School,"3317/72-73, Molarband Extn. Badarpur, New Delhi-44",Primary
475,77.32,28.49,Gagan Public School,"308/13, Lakhpat Colony Meethapur New Delhi-44",Primary
476,77.33,28.50,Pushpa Bharti Public School,"B-19, Om Nagar, Nadarpur, New Delhi-44",Middle
477,77.31,28.49,Vidya Memorial School,"Tajpur Road, Badarpur Border, New Delhi-44",Primary
478,77.31,28.49,Cosmos School,"Harsh Vihar, Mitha Pur, Hari Nagar, Badarpur Delhi - 110044",Secondary
479,77.31,28.50,New Nalanda Public School,"ST.NO.17, Molar Band Extn. Badarpur - 110044",Middle
